Group no.	Hierarchy level	RDA element	Element name									Occurrence count	Hierarchical consistency code: Code 1	Code 2	Code 3	DC term							
51	1	rdaw:P10219	date of work									1	0		0	dct:created							
51	2		rdaw:P10350	date of capture of representative expression								1	3		3		*dct:date						
52	1	rdaw:P10256	subject									1	0		0	dct:subject							
52	2		rdaw:P10324	subject RDA entity								1	1		1	dct:subject							
52	3			rdaw:P10257	subject work							2	1	3	1	dct:subject							
52	4				rdaw:P10100	description of work						3	1		1	dct:subject							
52	5					rdaw:P10621	metadata description of work					3	1		1	dct:subject							
52	4				rdaw:P10153	evaluation of work						2	1		1	dct:subject							
52	5					rdaw:P10178	review of work					2	1		1	dct:subject							
52	5					rdaw:P10182	critique of work					2	1		1	dct:subject							
52	3			rdaw:P10258	subject expression							1	1		1	dct:subject							
52	4				rdaw:P10277	description of expression						2	1		1	dct:subject							
52	5					rdaw:P10615	metadata description of expression					2	1		1	dct:subject							
52	4				rdaw:P10279	evaluation of expression						1	1		1	dct:subject							
52	5					rdaw:P10280	review of expression					1	1		1	dct:subject							
52	5					rdaw:P10281	critique of expression					1	1		1	dct:subject							
52	3			rdaw:P10259	subject manifestation							2	1	3	1	dct:subject							
52	4				rdaw:P10271	description of manifestation						3	1		1	dct:subject							
52	5					rdaw:P10617	metadata description of manifestation					3	1		1	dct:subject							
52	6						rdaw:P10624	finding aid of				3	1		1	dct:subject							
52	7							rdaw:P10625	catalogue of			3	1		1	dct:subject							
52	7							rdaw:P10626	hierarchic finding aid of			3	1		1	dct:subject							
52	4				rdaw:P10273	evaluation of manifestation						2	1		1	dct:subject							
52	5					rdaw:P10274	review of manifestation					2	1		1	dct:subject							
52	5					rdaw:P10275	critique of manifestation					2	1		1	dct:subject							
52	3			rdaw:P10260	subject item							2	1	3	1	dct:subject							
52	4				rdaw:P10265	description of item						3	1		1	dct:subject							
52	5					rdaw:P10616	metadata description of item					3	1		1	dct:subject							
52	3			rdaw:P10319	subject agent							1	1		1	dct:subject							
52	4				rdaw:P10261	subject person						1	1		1	dct:subject							
52	5					rdaw:P10325	description of person					3	1		1	dct:subject							
52	6						rdaw:P10614	metadata description of person				5	1		1	dct:subject							
52	4				rdaw:P10320	subject collective agent						1	1		1	dct:subject							
52	5					rdaw:P10262	subject family					1	1		1	dct:subject							
52	6						rdaw:P10327	description of family				4	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	5					rdaw:P10263	subject corporate body					1	1		1	dct:subject							
52	6						rdaw:P10326	description of corporate body				4	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	5					rdaw:P10339	description of collective agent					3	1		1	dct:subject							
52	6						rdaw:P10326	description of corporate body				4	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	6						rdaw:P10327	description of family				4	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	6						rdaw:P10611	metadata description of collective agent				5	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	4				rdaw:P10338	description of agent						2	1		1	dct:subject							
52	5					rdaw:P10325	description of person					3	1		1	dct:subject							
52	6						rdaw:P10614	metadata description of person				5	1		1	dct:subject							
52	5					rdaw:P10339	description of collective agent					3	1		1	dct:subject							
52	6						rdaw:P10326	description of corporate body				4	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	6						rdaw:P10327	description of family				4	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	6						rdaw:P10611	metadata description of collective agent				5	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	5					rdaw:P10610	metadata description of agent					2	1		1	dct:subject							
52	6						rdaw:P10611	metadata description of collective agent				5	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	6						rdaw:P10614	metadata description of person				5	1		1	dct:subject							
52	3			rdaw:P10321	subject place							1	1		1	dct:subject							
52	4				rdaw:P10601	description of place						2	1		1	dct:subject							
52	5					rdaw:P10619	metadata description of place					2	1		1	dct:subject							
52	3			rdaw:P10322	subject timespan							1	1		1	dct:subject							
52	4				rdaw:P10602	description of timespan						2	1		1	dct:subject							
52	5					rdaw:P10620	metadata description of timespan					2	1		1	dct:subject							
52	3			rdaw:P10323	subject nomen							1	1		1	dct:subject							
52	4				rdaw:P10600	description of nomen						2	1		1	dct:subject							
52	5					rdaw:P10618	metadata description of nomen					2	1		1	dct:subject							
52	3			rdaw:P10360	description of RDA entity							1	1		1	dct:subject							
52	4				rdaw:P10100	description of work						3	1		1	dct:subject							
52	5					rdaw:P10621	metadata description of work					3	1		1	dct:subject							
52	4				rdaw:P10265	description of item						3	1		1	dct:subject							
52	5					rdaw:P10616	metadata description of item					3	1		1	dct:subject							
52	4				rdaw:P10271	description of manifestation						3	1		1	dct:subject							
52	5					rdaw:P10617	metadata description of manifestation					3	1		1	dct:subject							
52	6						rdaw:P10624	finding aid of				3	1		1	dct:subject							
52	7							rdaw:P10625	catalogue of			3	1		1	dct:subject							
52	7							rdaw:P10626	hierarchic finding aid of			3	1		1	dct:subject							
52	4				rdaw:P10277	description of expression						2	1		1	dct:subject							
52	5					rdaw:P10615	metadata description of expression					2	1		1	dct:subject							
52	4				rdaw:P10338	description of agent						2	1		1	dct:subject							
52	5					rdaw:P10325	description of person					3	1		1	dct:subject							
52	6						rdaw:P10614	metadata description of person				5	1		1	dct:subject							
52	5					rdaw:P10339	description of collective agent					3	1		1	dct:subject							
52	6						rdaw:P10326	description of corporate body				4	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	6						rdaw:P10327	description of family				4	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	6						rdaw:P10611	metadata description of collective agent				5	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	5					rdaw:P10610	metadata description of agent					2	1		1	dct:subject							
52	6						rdaw:P10611	metadata description of collective agent				5	1		1	dct:subject							
52	7							rdaw:P10612	metadata description of corporate body			9	1		1	dct:subject							
52	7							rdaw:P10613	metadata description of family			9	1		1	dct:subject							
52	6						rdaw:P10614	metadata description of person				5	1		1	dct:subject							
52	4				rdaw:P10600	description of nomen						2	1		1	dct:subject							
52	5					rdaw:P10618	metadata description of nomen					2	1		1	dct:subject							
52	4				rdaw:P10601	description of place						2	1		1	dct:subject							
52	5					rdaw:P10619	metadata description of place					2	1		1	dct:subject							
52	4				rdaw:P10602	description of timespan						2	1		1	dct:subject							
52	5					rdaw:P10620	metadata description of timespan					2	1		1	dct:subject							
52	4				rdaw:P10622	metadata description of RDA entity						1	1		1	dct:subject							
52	3			rdaw:P10361	evaluation of RDA entity							1	1		1	dct:subject							
52	4				rdaw:P10359	critique of RDA entity						1	1		1	dct:subject							
52	4				rdaw:P10362	review of RDA entity						1	1		1	dct:subject							
53	1	rdaw:P10287	commissioning agent									1	0		0	dct:creator							
53	2		rdaw:P10439	commissioning person								1	1		1	dct:creator							
53	2		rdaw:P10486	commissioning collective agent								1	1		1	dct:creator							
53	3			rdaw:P10533	commissioning corporate body							1	1		1	dct:creator							
53	3			rdaw:P10580	commissioning family							1	1		1	dct:creator							
54	1	rdaw:P10309	related manifestation of work									1	0		0	dct:relation							
54	2		rdaw:P10259	subject manifestation								2	3	1	3		*dct:subject						
54	3			rdaw:P10271	description of manifestation							3	1		1		dct:subject						
54	4				rdaw:P10617	metadata description of manifestation						3	1		1		dct:subject						
54	5					rdaw:P10624	finding aid of					3	1		1		dct:subject						
54	6						rdaw:P10625	catalogue of				3	1		1		dct:subject						
54	6						rdaw:P10626	hierarchic finding aid of				3	1		1		dct:subject						
54	3			rdaw:P10273	evaluation of manifestation							2	1		1		dct:subject						
54	4				rdaw:P10274	review of manifestation						2	1		1		dct:subject						
54	4				rdaw:P10275	critique of manifestation						2	1		1		dct:subject						
55	1	rdaw:P10310	related item of work									1	0		0	dct:relation							
55	2		rdaw:P10260	subject item								2	3	1	3		*dct:subject						
55	3			rdaw:P10265	description of item							3	1		1		dct:subject						
55	4				rdaw:P10616	metadata description of item						3	1		1		dct:subject						
56	1	rdaw:P10328	access point for work									1	0		0	dct:title							
56	2		rdaw:P10331	authorized access point for work								1	1		1	dct:title							
56	3			rdaw:P10401	authorized access point for work group							1	1		1	dct:title							
56	2		rdaw:P10332	variant access point for work								1	1		1	dct:title							
57	1	rdaa:P50039	date of conference									1	0		0	dct:date							
58	1	rdae:P20001	content type									1	0		0	dct:type							
59	1	rdae:P20002	identifier for expression									1	0		0	dct:identifier							
60	1	rdae:P20006	language of expression									1	0		0	dct:language							
61	1	rdae:P20069	summarization of content									1	0		0	dct:abstract	dct:description						
62	1	rdae:P20071	note on expression									1	0		0	dct:description							
63	1	rdae:P20081	variations based on expression									1	0		0	dct:hasVersion							
64	1	rdae:P20121	abridgement of expression									1	0		0	dct:isVersionOf							
65	1	rdae:P20135	digest of expression									1	0		0	dct:isVersionOf							
66	1	rdae:P20137	absorption of expression									1	0		0	dct:replaces							
67	1	rdae:P20138	absorption in part of expression									1	0		0	dct:replaces							
68	1	rdae:P20140	free translation of expression									1	0		0	dct:isVersionOf							
69	1	rdae:P20159	musical setting of expression									1	0		0	dct:isVersionOf							
70	1	rdae:P20168	separated from expression									1	0		0	dct:isVersionOf							
71	1	rdae:P20198	replacement in part of expression									1	0		0	dct:replaces							
72	1	rdae:P20199	replacement of expression									1	0		0	dct:replaces							
73	1	rdae:P20216	projection of cartographic content									1	0		0	dct:format							
74	1	rdae:P20229	aspect ratio									1	0		0	dct:format							
75	1	rdae:P20260	details of aspect ratio designation									1	0		0	dct:format							
76	1	rdae:P20290	aspect ratio designation									1	0		0	dct:format							
77	1	rdae:P20298	related work of expression									1	0		0	dct:relation							
78	1	rdae:P20299	related manifestation of expression									1	0		0	dct:relation							
79	1	rdae:P20300	related item of expression									1	0		0	dct:relation							
80	1	rdae:P20318	relief representation									1	0		0	dct:format							
81	1	rdae:P20322	intended audience of expression									1	0		0	dct:audience							
82	1	rdae:P20323	interactivity mode									1	0		0	dct:format							
83	1	rdae:P20331	category of expression									1	0		0	dct:type							
84	1	rdae:P20573	colour									1	0		0	dct:format							
85	1	rdai:P40001	identifier for item									1	0		0	dct:identifier							
86	1	rdai:P40026	custodial history of item									1	0		0	dct:description							
87	1	rdai:P40028	note on item									1	0		0	dct:description							
88	1	rdai:P40046	related item of item									1	0		0	dct:relation							
89	1	rdai:P40047	restriction on access to item									1	0		0	dct:accessRights							
90	1	rdai:P40048	restriction on use of item									1	0		0	dct:rights							
91	1	rdai:P40069	related work of item									1	0		0	dct:relation							
